,label,sig0,sig1,x0,x1
0,doorway_outdoor,0.108629923248,0.136445815455,2.40449115097,-3.88718739182
1,lock_chamber,0.0873061867889,0.127855631569,4.145468248,2.5424604922
2,biology_laboratory,0.110860666262,0.0578595062255,-8.08462870544,-1.07424821942
3,beach_house,0.123437901551,0.191330435685,4.31719332893,2.66111080565
4,library_indoor,0.186089671268,0.124030291091,-4.63604916907,-1.03016109633
5,coast,0.141961754504,0.0924175063592,1.35330110747,5.04579879959
6,entrance_hall,0.128703715396,0.120640462666,-0.938575203649,-2.22337442741
7,porch,0.175108083659,0.107267175026,2.22970726718,-2.55309068378
8,toyshop,0.0411291809908,0.0830662338448,-4.69716370761,-2.87419916789
9,florist_shop_indoor,0.135216589774,0.0941570491135,5.13731514056,7.69019863004
10,utility_room,0.113167927197,0.217674073136,-2.97468685468,-0.972962391377
11,archive,0.15668118731,0.0990348505413,-5.061554808,-1.81598208687
12,hot_spring,0.11995776273,0.228832505125,1.41568289635,5.53280937051
13,physics_laboratory,0.166681095313,0.115656470095,-5.25698425863,-2.53434154259
14,arcade,0.138216913179,0.0850199201798,0.459994796395,-3.25563596576
15,stage_indoor,0.0737921389855,0.145206080266,-5.40677443597,-5.66193769816
16,fastfood_restaurant,0.189119566782,0.142890373874,-2.50801319535,-2.41172609248
17,reception,0.116957327383,0.154409675369,-3.89725138974,0.18434924261
18,desert_vegetation,0.0805676042527,0.0959041082817,-0.356490711452,8.94317510633
19,waiting_room,0.0513981032858,0.0771065600246,-5.9978201931,2.59420864685
20,hospital_room,0.188784060894,0.0812019261286,-6.74485706775,-0.727025027175
21,lawn,0.197840805699,0.243931225609,2.201551139,2.88925322101
22,mausoleum,0.11898379522,0.174325295835,6.09244915357,0.220830162634
23,shed,0.121039303891,0.185534306942,5.29675133522,-3.5813669561
24,restaurant_kitchen,0.116458348212,0.0886077687054,-7.96647175046,-2.4431433504
25,field_road,0.0811358041694,0.077898308448,0.938858018709,8.86149301057
26,fishpond,0.0978232568582,0.133886090493,3.47186692146,6.90607485276
27,artists_loft,0.141990088502,0.147676857005,-3.31998313635,-0.128742797844
28,sandbox,0.220372874723,0.162795933774,-5.5623797535,-0.371619107573
29,gift_shop,0.147567067605,0.119501089539,-4.11732019592,-1.93335597083
30,bow_window_indoor,0.177071049336,0.176106106478,-2.788264698,-0.105528364581
31,hospital,0.143055854607,0.109860023599,4.6902054842,-1.22481339448
32,crosswalk,0.142107779063,0.155295350156,1.2782679607,-0.84411228041
33,pharmacy,0.180428747063,0.0630128695967,-5.58674447777,-2.29023107253
34,science_museum,0.180888371905,0.174660383507,-2.34450077599,-1.34927694908
35,swimming_hole,0.102637415318,0.0945388146469,1.17875944423,5.59530684039
36,pet_shop,0.117249704574,0.215102199282,-1.93384592864,-2.17575222442
37,arch,0.166171734292,0.267827888041,3.65700308364,0.784894403395
38,ice_shelf,0.0909394026955,0.0947018911814,0.0750645916283,6.50909803871
39,canal_natural,0.117529353095,0.142808586744,3.81171286727,4.7149233746
40,church_outdoor,0.15958317972,0.0892316069459,6.89044385403,-0.869836654211
41,swimming_pool_indoor,0.121928577692,0.149451227669,-0.113098658158,-0.690764670347
42,hangar_indoor,0.131499434751,0.144137980972,-1.09986406356,-1.53562971868
43,restaurant,0.147471659152,0.137414593012,-5.90684811057,-1.88749186896
44,repair_shop,0.167655801351,0.140746644016,-3.32476577375,-1.82527983072
45,restaurant_patio,0.140216012711,0.118435294461,-1.94250886227,-1.30794986912
46,mountain,0.0910803959807,0.0736885158896,-1.49640358936,8.75456443682
47,barn,0.125021345408,0.254632822855,6.43260736119,-2.5079917506
48,canyon,0.0593459049286,0.0408146447157,-1.71285441789,8.75888923877
49,jacuzzi_indoor,0.120959325344,0.154070214365,-1.93484823767,0.290182545797
50,bookstore,0.177375885258,0.0910560804959,-3.84883655822,-2.65895641234
51,bedroom,0.0359692531914,0.0270490880288,-6.72656249292,4.25268437526
52,closet,0.0939144111347,0.138904020153,-1.19658731407,-3.79722373611
53,picnic_area,0.147812719868,0.284622627347,1.72566901624,3.82714385363
54,playground,0.14481843574,0.191846415754,1.30029966044,1.67177638905
55,barndoor,0.138828249182,0.104750922011,2.45490718273,-4.75427736232
56,ice_cream_parlor,0.171325159372,0.120605707303,-4.64427199923,-2.32536044565
57,racecourse,0.17150668577,0.120130992394,-1.91243059599,4.1552740467
58,field_cultivated,0.0954939678068,0.195694297257,1.55011942404,8.20771550782
59,volcano,0.0920518097308,0.0996058484077,-0.933782454421,8.6580083665
60,department_store,0.132733457923,0.0731941946136,-3.7810607777,-2.65860283049
61,ball_pit,0.149668213837,0.213795710826,-6.05153240478,-4.09419921831
62,jewelry_shop,0.135389802685,0.152524526282,-3.56078695608,-0.630440161307
63,badlands,0.0504718361954,0.0947205877229,-1.54754471425,8.52945459505
64,stadium_soccer,0.228127457615,0.125903154245,3.90745937705,2.66758229773
65,boat_deck,0.158363862357,0.0811048480319,2.44395064477,1.56881824653
66,lecture_room,0.0636873972552,0.0732557139906,-7.13502277677,-0.056563943168
67,kindergarden_classroom,0.144585818504,0.0961208644322,-5.7312397823,-1.10727690868
68,bullring,0.183721908408,0.16112306555,-1.33100574081,1.39711257478
69,clean_room,0.186180053894,0.144263987932,-4.3213752117,-2.13136497732
70,gymnasium_indoor,0.0853179750512,0.150410652798,-5.55401852794,-1.37042330477
71,subway_station_platform,0.121453599903,0.0705908066066,-1.30161854085,-5.15852245207
72,auto_showroom,0.0684653525893,0.148676669853,-5.13517037629,5.97308194043
73,residential_neighborhood,0.0698748177578,0.204824164637,5.47639307803,0.819120869182
74,fountain,0.161244298494,0.237540244118,2.79392752251,3.20155807643
75,farm,0.141482979082,0.236990278313,1.46062113284,6.32078903537
76,television_studio,0.0784907436092,0.158163182534,-6.2150273572,-3.27565101885
77,tundra,0.0582879784352,0.115419256614,-0.908812983343,8.01967934089
78,chalet,0.104470547804,0.222981707091,5.82103698146,-1.44716944454
79,industrial_area,0.0493383028132,0.128623021334,5.40942076377,-0.0123624093147
80,conference_center,0.124808083145,0.120316976183,-6.04291774562,-1.33740659049
81,waterfall,0.0559822642022,0.0381363358787,1.79246762169,7.33089919374
82,burial_chamber,0.156545628765,0.242925573869,0.78407479136,-0.455014874245
83,driveway,0.207742010852,0.273817189213,2.88239037795,2.48384368124
84,japanese_garden,0.0734755206148,0.233386464161,4.31943270682,5.14595686534
85,cottage,0.111341947265,0.199298153613,6.40384354545,-1.94578621516
86,bedchamber,0.0985370846614,0.109619683796,-5.15456776433,2.79851790274
87,palace,0.120448923446,0.183574899341,6.2485741596,0.538486091944
88,delicatessen,0.142284724728,0.120903123377,-5.54505803455,-3.62098383361
89,forest_broadleaf,0.0407864031047,0.0452824801594,3.17650057051,9.50793506998
90,beer_garden,0.275596061305,0.149424623099,-1.7243704874,-0.143873072883
91,auto_factory,0.173699203653,0.232221796115,-3.35499526773,0.5924025213
92,locker_room,0.131136448012,0.116278169785,-0.868029431957,-3.49539880864
